code,description
95.0,Esame oculare obiettivo e soggettivo
95.01,Esame parziale dell’occhio
95.02,Esame complessivo dell’occhio
95.03,Esame approfondito dell’occhio
95.04,Esame dell’occhio sotto anestesia
95.05,Studio del campo visivo
95.06,Studio della sensibilità al calore
95.07,Studio dell’adattabilità al buio
95.09,Esame dell’occhio SAI
95.1,Esame della forma e della struttura dell’occhio
95.11,Fotografia del fundus
95.12,Angiografia con fluoresceina o angioscopia oculare
95.13,Ecografia oculare
95.14,Studio radiologico dell’occhio
95.15,Studio della motilità oculare
95.16,Studio dell’occhio con P32 o altri traccianti
95.2,Test funzionali obiettivi dell’occhio
95.21,Elettroretinografia (ERG)
95.22,Elettrooculografia (EOG)
95.23,Potenziali visivi evocati (VEP)
95.24,Elettronistagmografia (ENG)
95.25,Elettromiografia dell’occhio (EMG)
95.26,"Tonografia, test di provocazione e altri test per il glaucoma"
95.3,Servizi speciali per la vista
95.31,Messa a punto e fornitura di occhiali
95.32,"Prescrizione, messa a punto e fornitura di lenti a contatto"
95.33,Fornitura di altri supporti per scarse capacità visive
95.34,Protesi oculari
95.35,Training ortottico
95.36,"Consigli per adattamento a perdita di vista, uso di aiuti per bassa vista"
95.4,Procedure diagnostiche non operatorie correlate all’udito
95.41,Audiometria
95.42,Test clinico per l’udito
95.43,Valutazione audiologica
95.44,Esame clinico della funzionalità vestibolare
95.45,Test di rotazione
95.46,Altri test audiometrici o della funzionalità vestibolare
95.47,Esame dell’udito SAI
95.48,Messa a punto di mezzi per l’udito
95.49,Altre procedure diagnostiche non operatorie correlate alla funzione uditiva
96,Intubazioni ed irrigazioni non operatorie
96.0,Intubazioni gastrointestinali e del tratto respiratorio non operatorie
96.01,Inserzione di via respiratoria nasofaringea
96.02,Inserzione di via respiratoria orofaringea
96.03,Inserzione di via aerea esofagea otturatoria
96.04,Inserzione di tubo endotracheale
96.05,Altra intubazione del tratto respiratorio
96.06,Inserzione del tubo di Sengstaken
96.07,Inserzione di altro tubo nasogastrico (per decompressione)
96.08,Inserzione di tubo nasointestinale
96.09,Inserzione di tubo rettale
96.1,Altre inserzioni non operatorie
96.11,Zaffamento del canale udivo esterno
96.14,Zaffamento vaginale
96.15,Inserzione di tampone vaginale
96.16,Altre dilatazioni vaginali
96.17,Inserzione di diaframma vaginale
96.18,Inserzione di altro pessario vaginale
96.19,Zaffamento rettale
96.2,Dilatazione e manipolazione non operatorie
96.21,Dilatazione del dotto frontonasale
96.22,Dilatazione del retto
96.23,Dilatazione dello sfintere anale
96.24,Dilatazione e manipolazione di stoma di enterostomia
96.25,Distensione terapeutica della vescica
96.26,Riduzione manuale di prolasso rettale
96.27,Riduzione manuale di ernia
96.28,Riduzione manuale di prolasso di enterostomia
96.29,Riduzione di invaginazione del tratto alimentare
96.3,"Irrigazione, pulizia e instillazione non operatorie locale del tratto alimentare"
96.31,Raffreddamento gastrico
96.32,Congelamento gastrico
96.33,Lavaggio gastrico
96.34,Altra irrigazione di tubo nasogastrico
96.35,Alimentazione per sonda gastrica
96.36,Irrigazione di gastrostomia o enterostomia
96.37,Proctoclisi
96.38,Rimozione di fecaloma
96.39,Altro clisma transanale
96.4,"Irrigazione, pulizia e instillazione locale di altri organi dell’apparato digerente e genitourinario"
96.41,Irrigazione di colecistostomia e altro tubo biliare
96.42,Irrigazione di tubo pancreatico
96.43,"Instillazione del tratto digerente, eccetto alimentazione mediante sonda gastrica"
96.44,Doccia vaginale
96.45,Irrigazione di nefrostomia e pielostomia
96.46,Irrigazione di ureterostomia e catetere ureterale
96.47,Irrigazione di cistostomia
96.48,Irrigazione di altro catetere urinario a permanenza
96.49,Altra instillazione genitourinaria
96.5,Altra irrigazione e pulizia non operatoria
96.51,Irrigazione dell’occhio
96.52,Irrigazione dell’orecchio
96.53,Irrigazione delle narici
96.54,"Rimozione del tartaro dentario, lucidatura e ripulitura"
96.55,Toilette di tracheostomia
96.56,Altro lavaggio di bronchi e trachea
96.57,Irrigazione di catetere vascolare
96.58,Irrigazione di catetere in ferita
96.59,Altra irrigazione di ferita
96.6,Infusione enterale di sostanze nutrizionali concentrate
96.7,Altra ventilazione meccanica continua
96.70,Ventilazione meccanica continua di durata non specificata
96.71,Ventilazione meccanica continua per meno di 96 ore consecutive
96.72,Ventilazione meccanica continua per 96 ore consecutive o più
97,Sostituzione e rimozione di sussidio terapeutico
97.0,Sostituzione non operatoria di sussidio gastrointestinale
97.01,Sostituzione di tubo nasogastrico o per esofagostomia
97.02,Sostituzione di tubo per gastrostomia
97.03,Sostituzione di tubo o dispositivo per enterostomia del piccolo intestino
97.04,Sostituzione di tubo o dispositivo per enterostomia del grosso intestino
97.05,Riposizionamento di sonda nel dotto biliare o pancreatico
97.1,Sostituzione non operatoria di sussidio per il sistema muscoloscheletrico e tegumentario
97.11,Sostituzione di gesso dell’arto superiore
97.12,Sostituzione di gesso dell’arto inferiore
97.13,Sostituzione di altro gesso
97.14,Sostituzione di altra apparecchiatura per immobilizzazione muscoloscheletrica
97.15,Sostituzione di catetere in ferita
97.16,Sostituzione di zaffamento o drenaggio di ferita
97.2,Altre sostituzioni non operatorie
97.21,Sostituzione di zaffo nasale
97.22,Sostituzione di zaffo dentale
97.23,Sostituzione di cannula per tracheostomia
97.24,Sostituzione e riadattamento di diaframma vaginale
97.25,Sostituzione di altro pessario vaginale
97.26,Sostituzione di zaffo o drenaggio vaginale
97.29,Altre sostituzioni non operatorie
97.3,Rimozione non operatoria di apparecchiature terapeutiche da testa e collo
97.31,Rimozione di protesi oculare
97.32,Rimozione di zaffo nasale
97.33,Rimozione di cerchiaggio dentale
97.34,Rimozione di zaffo dentale
97.35,Rimozione di protesi dentale
97.36,Rimozione di altro mezzo esterno di fissazione della mandibola
97.37,Rimozione di cannula di tracheostomia
97.38,Rimozione di sutura da testa e collo
97.39,Rimozione di altri mezzi terapeutici da testa e collo
97.4,Rimozione non operatoria di mezzi terapeutici dal torace
97.41,Rimozione di tubo di toracotomia o di drenaggio pleurico
97.42,Rimozione di drenaggio mediastinico
97.43,Rimozione di suture dal torace
97.44,Rimozione sistemi di circolazione assistita
97.49,Rimozione di altri apparecchi dal torace
97.5,Rimozione non operatoria di mezzi terapeutici dall’apparato digerente
97.51,Rimozione di tubo di gastrostomia
97.52,Rimozione di tubo dall’intestino tenue
97.53,Rimozione di tubo dall’intestino crasso o appendice
97.54,Rimozione di tubo di colecistostomia
97.55,"Rimozione di tubo a T, altro tubo biliare o tubo epatico"
97.56,Rimozione di tubo o drenaggio pancreatico
97.59,Rimozione di altro dispositivo dell’apparato digerente
97.6,Rimozione non operatoria di dispositivo terapeutico dell’apparato urinario
97.61,Rimozione di tubo da pielostomia e nefrostomia
97.62,Rimozione di tubo da ureterostomia e catetere ureterale
97.63,Rimozione di tubo da cistostomia
97.64,Rimozione di altro dispositivo di drenaggio urinario
97.65,Rimozione di supporto uretrale
97.69,Rimozione di altro dispositivo dall’apparato urinario
97.7,Rimozione non operatoria di dispositivo terapeutico dell’apparato genitale
97.71,Rimozione di dispositivo contraccettivo intrauterino
97.72,Rimozione di tampone intrauterino
97.73,Rimozione di diaframma vaginale
97.74,Rimozione di altro pessario vaginale
97.75,Rimozione di zaffatura vaginale o vulvare
97.79,Rimozione di altro dispositivo dal tratto genitale
97.8,Altra rimozione non operatoria di dispositivi terapeutici
97.81,Rimozione di dispositivo di drenaggio retroperitoneale
97.82,Rimozione di dispositivo di drenaggio peritoneale
97.83,Rimozione di sutura dalla parete addominale
97.84,"Rimozione di sutura dal tronco, non classificata altrove"
97.85,"Rimozione di zaffatura dal tronco, non classificata altrove"
97.86,Rimozione di altro dispositivo dall’addome
97.87,Rimozione di altro dispositivo dal tronco
97.88,Rimozione di dispositivo esterno di immobilizzazione
97.89,Rimozione di altro dispositivo terapeutico
98,Rimozione non operatoria di corpo estraneo o calcolo
98.0,Rimozione di corpo estraneo intraluminale dell’apparato digerente senza incisione
98.01,"Rimozione di corpo estraneo intraluminale dalla bocca, senza incisione"
98.02,"Rimozione di corpo estraneo intraluminale dall’esofago, senza incisione"
98.03,"Rimozione di corpo estraneo intraluminale dallo stomaco e dall’intestino tenue, senza incisione"
98.04,"Rimozione di corpo estraneo intraluminale dall’intestino crasso, senza incisione"
98.05,"Rimozione di corpo estraneo intraluminale da retto ed ano, senza incisione"
98.1,Rimozione di corpo estraneo intraluminale da altre sedi senza incisione
98.11,"Rimozione di corpo estraneo intraluminale dall’orecchio, senza incisione"
98.12,"Rimozione di corpo estraneo intraluminale dal naso, senza incisione"
98.13,"Rimozione di corpo estraneo intraluminale dal faringe, senza incisione"
98.14,"Rimozione di corpo estraneo intraluminale dal laringe, senza incisione"
98.15,"Rimozione di corpo estraneo intraluminale dalla trachea e bronchi, senza incisione"
98.16,"Rimozione di corpo estraneo intraluminale dall’utero, senza incisione"
98.17,"Rimozione di corpo estraneo intraluminale dalla vagina, senza incisione"
98.18,"Rimozione di corpo estraneo intraluminale da stoma artificiale, senza incisione"
98.19,"Rimozione di corpo estraneo intraluminale dall’uretra, senza incisione"
98.2,Rimozione di altro corpo estraneo senza incisione
98.20,Rimozione di corpo estraneo SAI
98.21,"Rimozione di corpo estraneo superficiale dall’occhio, senza incisione"
98.22,"Rimozione di altro corpo estraneo da testa e collo, senza incisione"
98.23,"Rimozione di corpo estraneo dalla vulva, senza incisione"
98.24,Rimozione di corpo estraneo da scroto o pene senza incisione
98.25,"Rimozione di altro corpo estraneo dal tronco eccetto scroto, pene e vulva, senza incisione"
98.26,"Rimozione di corpo estraneo dalla mano, senza incisione"
98.27,"Rimozione di corpo estraneo dall’arto superiore eccetto la mano, senza incisione"
98.28,"Rimozione di corpo estraneo dal piede, senza incisione"
98.29,"Rimozione di corpo estraneo dall’arto inferiore eccetto il piede, senza incisione"
98.5,Litotripsia extracorporea per onda d’urto (ESWL)
98.51,"Litotripsia extracorporea del rene, uretere e/o vescica"
98.52,Litotripsia extracorporea della colecisti e/o dotto biliari
98.59,Litotripsia extracorporea di altre sedi
99,Altre procedure non operatorie
99.0,Trasfusione di sangue e componenti ematici
99.00,Trasfusione perioperatoria autologa di sangue intero o di componenti del sangue
99.01,Exsanguino trasfusione
99.02,Autotrasfusione di sangue precedentemente raccolto
99.03,Altra trasfusione di sangue intero
99.04,Trasfusione di concentrato cellulare
99.05,Trasfusione di piastrine
99.06,Trasfusione di fattori della coagulazione
99.07,Trasfusione di altro siero
99.08,Trasfusione di plasma expander
99.09,Trasfusione di altre sostanze
99.1,Iniezione o infusione di sostanze terapeutiche o profilattiche
99.10,Iniezione o infusione di agente trombolitico
99.11,Iniezione di immunoglobuline anti Rh
99.12,Immunizzazione per allergia
99.13,Immunizzazione per malattia autoimmune
99.14,Iniezione di gamma globuline
99.15,Infusione parenterale di sostanze nutrizionali concentrate
99.16,Iniezione di antidoto
99.17,Iniezione di insulina
99.18,Iniezione o infusione di elettroliti
99.19,Iniezione di anticoagulanti
99.2,Iniezione o infusione di altre sostanze terapeutiche o profilattiche
99.20,Iniezione o infusione di inibitore piastrinico
99.21,Iniezione di antibiotici
99.22,Iniezione di altri antinfettivi
99.23,Iniezione di steroidi
99.24,Iniezione di altri ormoni
99.25,Iniezione o infusione di sostanze chemioterapiche per tumore
99.26,Iniezione di tranquillanti
99.27,Ionoforesi
99.28,Iniezione o infusione di agenti modificatori della risposta biologica (BRM) come agenti antineoplastici
99.29,Iniezione o infusione di altre sostanze terapeutiche o profilattiche
99.3,Vaccinazioni profilattiche e inoculazioni contro alcune malattie batteriche
